Sequence	KO
Ogataea_pini_34891_x_lcl_NODE_15_length_279896_cov_36.4395_ID_29_244946_245911_lcl_NODE_15_length_279896_cov_36.4395_ID_29_244946_245911_ORF1132_NODE_15_length_279896_cov_36.4395_ID_29_244945_245910	NA
Ogataea_pini_34891_x_lcl_NODE_2_length_776607_cov_38.3854_ID_3_c571685_570837_lcl_NODE_2_length_776607_cov_38.3854_ID_3_c571685_570837_ORF7189_NODE_2_length_776607_cov_38.3854_ID_3_571684_570836	NA
Ogataea_polymorpha_x_lcl_scaffold_1_c781312_780299_lcl_scaffold_1_c781312_780299_ORF18391_scaffold_1_781311_780298	NA
Ogataea_populiabae_34637_x_lcl_NODE_22_length_160228_cov_24.8447_ID_43_c104397_103507_lcl_NODE_22_length_160228_cov_24.8447_ID_43_c104397_103507_ORF1414_NODE_22_length_160228_cov_24.8447_ID_43_104396_103506	NA
Ogataea_ramenticola_34890_x_lcl_NODE_11_length_468069_cov_102.835_ID_21_18593_19495_lcl_NODE_11_length_468069_cov_102.835_ID_21_18593_19495_ORF734_NODE_11_length_468069_cov_102.835_ID_21_18592_19494	NA
Ogataea_trehaloabstinens_34887_x_lcl_NODE_16_length_65886_cov_36.0601_ID_31_c48833_47997_lcl_NODE_16_length_65886_cov_36.0601_ID_31_c48833_47997_ORF593_NODE_16_length_65886_cov_36.0601_ID_31_48832_47996	NA
Ogataea_trehaloabstinens_34887_x_lcl_NODE_2_length_1537802_cov_17.1257_ID_3_178160_179095_lcl_NODE_2_length_1537802_cov_17.1257_ID_3_178160_179095_ORF3379_NODE_2_length_1537802_cov_17.1257_ID_3_178159_179094	NA
Ogataea_trehalophila_34886_x_lcl_NODE_31_length_174203_cov_12.9361_ID_61_109141_110118_lcl_NODE_31_length_174203_cov_12.9361_ID_61_109141_110118_ORF182_NODE_31_length_174203_cov_12.9361_ID_61_109140_110117	NA
Ogataea_zsoltii_34885_x_lcl_NODE_19_length_231802_cov_29.4664_ID_37_c34820_33873_lcl_NODE_19_length_231802_cov_29.4664_ID_37_c34820_33873_ORF3006_NODE_19_length_231802_cov_29.4664_ID_37_34819_33872	NA
Ogataea_zsoltii_34885_x_lcl_NODE_58_length_32405_cov_30.6523_ID_115_c17452_16619_lcl_NODE_58_length_32405_cov_30.6523_ID_115_c17452_16619_ORF373_NODE_58_length_32405_cov_30.6523_ID_115_17451_16618	NA
Pachysolen_tannophilus_x_lcl_scaffold_1_503464_504639_lcl_scaffold_1_503464_504639_ORF714_scaffold_1_503463_504638	NA
Peterozyma_toletana_34884_x_lcl_flattened_line_36_c17638_16670_lcl_flattened_line_36_c17638_16670_ORF2865_flattened_line_36_17637_16669	NA
Peterozyma_toletana_34884_x_lcl_flattened_line_8_675129_676094_lcl_flattened_line_8_675129_676094_ORF4142_flattened_line_8_675128_676093	NA
Peterozyma_xylosa_34883_x_lcl_flattened_line_30_231201_232283_lcl_flattened_line_30_231201_232283_ORF1935_flattened_line_30_231200_232282	NA
Peterozyma_xylosa_34883_x_lcl_flattened_line_42_124490_125458_lcl_flattened_line_42_124490_125458_ORF577_flattened_line_42_124489_125457	NA
Phaffomyces_antillensis_35671_x_lcl_flattened_line_42_25288_26265_lcl_flattened_line_42_25288_26265_ORF40_flattened_line_42_25287_26264	NA
Phaffomyces_opuntiae_35670_x_lcl_NODE_1_length_473280_cov_55.4859_ID_5171_c328730_327684_lcl_NODE_1_length_473280_cov_55.4859_ID_5171_c328730_327684_ORF2977_NODE_1_length_473280_cov_55.4859_ID_5171_328729_327683	NA
Phaffomyces_opuntiae_35670_x_lcl_NODE_20_length_149195_cov_60.8435_ID_27068_c116287_115310_lcl_NODE_20_length_149195_cov_60.8435_ID_27068_c116287_115310_ORF923_NODE_20_length_149195_cov_60.8435_ID_27068_116286_115309	NA
Phaffomyces_thermotolerans_35672_x_lcl_flattened_line_48_c34960_33977_lcl_flattened_line_48_c34960_33977_ORF909_flattened_line_48_34959_33976	NA
Pichia_exigua_34629_x_lcl_flattened_line_2_241896_242957_lcl_flattened_line_2_241896_242957_ORF2077_flattened_line_2_241895_242956	NA
Pichia_exigua_34629_x_lcl_flattened_line_86_44653_45603_lcl_flattened_line_86_44653_45603_ORF67_flattened_line_86_44652_45602	NA
Pichia_heedii_34627_x_lcl_NODE_1_length_612800_cov_12.7569_ID_1_c496298_495231_lcl_NODE_1_length_612800_cov_12.7569_ID_1_c496298_495231_ORF2945_NODE_1_length_612800_cov_12.7569_ID_1_496297_495230	NA
Pichia_kudriavzevii_34625_x_lcl_scf7180000023395_c46704_45706_lcl_scf7180000023395_c46704_45706_ORF4895_scf7180000023395_46703_45705	NA
Pichia_membranifaciens_x_lcl_scaffold_4_823670_824617_lcl_scaffold_4_823670_824617_ORF4623_scaffold_4_823669_824616	NA
Pichia_membranifaciens_x_lcl_scaffold_4_825087_826034_lcl_scaffold_4_825087_826034_ORF7516_scaffold_4_825086_826033	NA
Pichia_membranifaciens_x_lcl_scaffold_4_c400960_399956_lcl_scaffold_4_c400960_399956_ORF10916_scaffold_4_400959_399955	NA
Pichia_nakasei_34624_x_lcl_NODE_23_length_140466_cov_85.2079_ID_45_c48145_47348_lcl_NODE_23_length_140466_cov_85.2079_ID_45_c48145_47348_ORF1318_NODE_23_length_140466_cov_85.2079_ID_45_48144_47347	NA
Pichia_nakasei_34624_x_lcl_NODE_7_length_372050_cov_100.367_ID_13_317015_318004_lcl_NODE_7_length_372050_cov_100.367_ID_13_317015_318004_ORF1201_NODE_7_length_372050_cov_100.367_ID_13_317014_318003	NA
Pichia_norvegensis_34623_x_lcl_flattened_line_2_c257102_256131_lcl_flattened_line_2_c257102_256131_ORF2931_flattened_line_2_257101_256130	NA
Pichia_occidentalis_34622_x_lcl_NODE_3_length_408721_cov_12.9935_ID_5_c283237_282281_lcl_NODE_3_length_408721_cov_12.9935_ID_5_c283237_282281_ORF2851_NODE_3_length_408721_cov_12.9935_ID_5_283236_282280	NA
Pichia_occidentalis_34622_x_lcl_NODE_4_length_364426_cov_17.2751_ID_7_c357112_356096_lcl_NODE_4_length_364426_cov_17.2751_ID_7_c357112_356096_ORF2205_NODE_4_length_364426_cov_17.2751_ID_7_357111_356095	NA
Pichia_terricola_35301_x_lcl_NODE_4_length_475427_cov_15.6432_ID_2663_c257903_256926_lcl_NODE_4_length_475427_cov_15.6432_ID_2663_c257903_256926_ORF3012_NODE_4_length_475427_cov_15.6432_ID_2663_257902_256925	NA
Priceomyces_carsonii_35296_x_lcl_NODE_5_length_684771_cov_21.8715_ID_1549_c526711_525734_lcl_NODE_5_length_684771_cov_21.8715_ID_1549_c526711_525734_ORF6012_NODE_5_length_684771_cov_21.8715_ID_1549_526710_525733	NA
Priceomyces_carsonii_35296_x_lcl_NODE_6_length_672321_cov_21.8377_ID_1603_636767_637729_lcl_NODE_6_length_672321_cov_21.8377_ID_1603_636767_637729_ORF2239_NODE_6_length_672321_cov_21.8377_ID_1603_636766_637728	NA
Priceomyces_castillae_35297_x_lcl_NODE_24_length_143231_cov_11.6215_ID_5295_c34626_33649_lcl_NODE_24_length_143231_cov_11.6215_ID_5295_c34626_33649_ORF1340_NODE_24_length_143231_cov_11.6215_ID_5295_34625_33648	NA
Priceomyces_castillae_35297_x_lcl_NODE_24_length_143231_cov_11.6215_ID_5295_c35885_34932_lcl_NODE_24_length_143231_cov_11.6215_ID_5295_c35885_34932_ORF869_NODE_24_length_143231_cov_11.6215_ID_5295_35884_34931	NA
Priceomyces_castillae_35297_x_lcl_NODE_24_length_143231_cov_11.6215_ID_5295_c39527_38547_lcl_NODE_24_length_143231_cov_11.6215_ID_5295_c39527_38547_ORF862_NODE_24_length_143231_cov_11.6215_ID_5295_39526_38546	NA
Priceomyces_castillae_35297_x_lcl_NODE_4_length_509622_cov_11.013_ID_3510_475046_475984_lcl_NODE_4_length_509622_cov_11.013_ID_3510_475046_475984_ORF1608_NODE_4_length_509622_cov_11.013_ID_3510_475045_475983	NA
Priceomyces_haplophilus_x_gi_1002316136_dbj_BCIF01000004.1_100261_101238_gi_1002316136_dbj_BCIF01000004.1_100261_101238_ORF199_1002316136_100260_101237	NA
Priceomyces_medius_34606_x_lcl_flattened_line_2_122523_123503_lcl_flattened_line_2_122523_123503_ORF4318_flattened_line_2_122522_123502	NA
Priceomyces_medius_34606_x_lcl_flattened_line_2_125570_126529_lcl_flattened_line_2_125570_126529_ORF2253_flattened_line_2_125569_126528	NA
Priceomyces_medius_34606_x_lcl_flattened_line_4_1170420_1171379_lcl_flattened_line_4_1170420_1171379_ORF5967_flattened_line_4_1170419_1171378	NA
Saccharomycopsis_capsularis_34607_x_lcl_flattened_line_38_c141529_140333_lcl_flattened_line_38_c141529_140333_ORF2301_flattened_line_38_141528_140332	NA
Saccharomycopsis_capsularis_34607_x_lcl_flattened_line_80_129649_130623_lcl_flattened_line_80_129649_130623_ORF286_flattened_line_80_129648_130622	NA
Saccharomycopsis_malanga_x_gi_1002316411_dbj_BCGJ01000007.1_c202045_201143_gi_1002316411_dbj_BCGJ01000007.1_c202045_201143_ORF10753_1002316411_202044_201142	NA
Saccharomycopsis_malanga_x_gi_1002316415_dbj_BCGJ01000003.1_c1234428_1233478_gi_1002316415_dbj_BCGJ01000003.1_c1234428_1233478_ORF15245_1002316415_1234427_1233477	NA
Saprochaete_clavata_x_gi_736520385_emb_CBXB010000034.1_c7694_6804_gi_736520385_emb_CBXB010000034.1_c7694_6804_ORF1603_736520385_7693_6803	NA
Saturnispora_dispora_35659_x_lcl_NODE_13_length_240495_cov_14.5375_ID_25_c89867_88887_lcl_NODE_13_length_240495_cov_14.5375_ID_25_c89867_88887_ORF2035_NODE_13_length_240495_cov_14.5375_ID_25_89866_88886	NA
Saturnispora_dispora_35659_x_lcl_NODE_5_length_372571_cov_13.8421_ID_9_c141325_140387_lcl_NODE_5_length_372571_cov_13.8421_ID_9_c141325_140387_ORF2388_NODE_5_length_372571_cov_13.8421_ID_9_141324_140386	NA
Saturnispora_hagleri_34610_x_lcl_NODE_5_length_466031_cov_22.0033_ID_9_c314495_313440_lcl_NODE_5_length_466031_cov_22.0033_ID_9_c314495_313440_ORF2882_NODE_5_length_466031_cov_22.0033_ID_9_314494_313439	NA
Saturnispora_hagleri_34610_x_lcl_NODE_6_length_399628_cov_19.9528_ID_11_228689_229627_lcl_NODE_6_length_399628_cov_19.9528_ID_11_228689_229627_ORF1180_NODE_6_length_399628_cov_19.9528_ID_11_228688_229626	NA
Saturnispora_mendoncae_34611_x_lcl_NODE_2_length_712999_cov_40.8768_ID_3_94546_95583_lcl_NODE_2_length_712999_cov_40.8768_ID_3_94546_95583_ORF116_NODE_2_length_712999_cov_40.8768_ID_3_94545_95582	NA
Saturnispora_mendoncae_34611_x_lcl_NODE_9_length_282536_cov_40.9967_ID_17_c96124_95198_lcl_NODE_9_length_282536_cov_40.9967_ID_17_c96124_95198_ORF1875_NODE_9_length_282536_cov_40.9967_ID_17_96123_95197	NA
Saturnispora_saitoi_34612_x_lcl_flattened_line_14_c270661_269723_lcl_flattened_line_14_c270661_269723_ORF2562_flattened_line_14_270660_269722	NA
Saturnispora_saitoi_34612_x_lcl_flattened_line_16_146482_147468_lcl_flattened_line_16_146482_147468_ORF223_flattened_line_16_146481_147467	NA
Saturnispora_serradocipensis_34613_x_lcl_flattened_line_2_c816371_815433_lcl_flattened_line_2_c816371_815433_ORF5084_flattened_line_2_816370_815432	NA
Saturnispora_serradocipensis_34613_x_lcl_flattened_line_42_42206_43231_lcl_flattened_line_42_42206_43231_ORF315_flattened_line_42_42205_43230	NA
Saturnispora_silvae_34614_x_lcl_NODE_20_length_198128_cov_16.8048_ID_39_c103515_102568_lcl_NODE_20_length_198128_cov_16.8048_ID_39_c103515_102568_ORF2069_NODE_20_length_198128_cov_16.8048_ID_39_103514_102567	NA
Saturnispora_silvae_34614_x_lcl_NODE_7_length_405706_cov_16.1032_ID_13_c300046_299024_lcl_NODE_7_length_405706_cov_16.1032_ID_13_c300046_299024_ORF2548_NODE_7_length_405706_cov_16.1032_ID_13_300045_299023	NA
Saturnispora_zaruensis_34615_x_lcl_NODE_10_length_355069_cov_42.3146_ID_19_163099_164079_lcl_NODE_10_length_355069_cov_42.3146_ID_19_163099_164079_ORF321_NODE_10_length_355069_cov_42.3146_ID_19_163098_164078	NA
Saturnispora_zaruensis_34615_x_lcl_NODE_2_length_1328254_cov_42.4867_ID_3_226212_227150_lcl_NODE_2_length_1328254_cov_42.4867_ID_3_226212_227150_ORF5189_NODE_2_length_1328254_cov_42.4867_ID_3_226211_227149	NA
Scheffersomyces_lignosus_x_gi_1002316368_dbj_BCGS01000005.1_1227596_1228663_gi_1002316368_dbj_BCGS01000005.1_1227596_1228663_ORF5973_1002316368_1227595_1228662	NA
Scheffersomyces_lignosus_x_gi_1002316370_dbj_BCGS01000003.1_c1582021_1581062_gi_1002316370_dbj_BCGS01000003.1_c1582021_1581062_ORF22512_1002316370_1582020_1581061	NA
Scheffersomyces_lignosus_x_gi_1002316370_dbj_BCGS01000003.1_c1583940_1582945_gi_1002316370_dbj_BCGS01000003.1_c1583940_1582945_ORF13796_1002316370_1583939_1582944	NA
Scheffersomyces_stipitis_x_lcl_chr_6.1_c52751_51795_lcl_chr_6.1_c52751_51795_ORF21178_chr_6.1_52750_51794	NA
Scheffersomyces_stipitis_x_lcl_chr_6.1_c54198_53227_lcl_chr_6.1_c54198_53227_ORF17512_chr_6.1_54197_53226	NA
Spathaspora_arborariae_x_lcl_KI547135.1_39413_40390_lcl_KI547135.1_39413_40390_ORF2100_KI547135.1_39412_40389	NA
Spathaspora_arborariae_x_lcl_KI547135.1_40660_41583_lcl_KI547135.1_40660_41583_ORF77_KI547135.1_40659_41582	NA
Spathaspora_girioi_x_lcl_LQMS01002352.1_c113634_112711_lcl_LQMS01002352.1_c113634_112711_ORF596_LQMS01002352.1_113633_112710	NA
Spathaspora_girioi_x_lcl_LQMS01002352.1_c114805_113894_lcl_LQMS01002352.1_c114805_113894_ORF1018_LQMS01002352.1_114804_113893	NA
Spathaspora_gorwiae_x_lcl_LQMZ01002478.1_35333_36274_lcl_LQMZ01002478.1_35333_36274_ORF199_LQMZ01002478.1_35332_36273	NA
Spathaspora_gorwiae_x_lcl_LQMZ01002478.1_40687_41769_lcl_LQMZ01002478.1_40687_41769_ORF75_LQMZ01002478.1_40686_41768	NA
Spathaspora_hagerdaliae_x_lcl_LQHL01001872.1_c100970_100041_lcl_LQHL01001872.1_c100970_100041_ORF1267_LQHL01001872.1_100969_100040	NA
Spathaspora_hagerdaliae_x_lcl_LQHL01001872.1_c108029_107031_lcl_LQHL01001872.1_c108029_107031_ORF1252_LQHL01001872.1_108028_107030	NA
Spathaspora_passalidarum_x_lcl_scaffold_4_c1752878_1751958_lcl_scaffold_4_c1752878_1751958_ORF17048_scaffold_4_1752877_1751957	NA
Spathaspora_passalidarum_x_lcl_scaffold_4_c1754169_1753174_lcl_scaffold_4_c1754169_1753174_ORF13656_scaffold_4_1754168_1753173	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_1_length_1866239_cov_27.8708_ID_1_c1111850_1110861_lcl_NODE_1_length_1866239_cov_27.8708_ID_1_c1111850_1110861_ORF13833_NODE_1_length_1866239_cov_27.8708_ID_1_1111849_1110860	NA
Spencermartinsiella_europaea_34605_x_lcl_NODE_2_length_1276072_cov_27.1787_ID_3_c1151101_1150265_lcl_NODE_2_length_1276072_cov_27.1787_ID_3_c1151101_1150265_ORF8807_NODE_2_length_1276072_cov_27.1787_ID_3_1151100_1150264	NA
Starmera_amethionina_35658_x_lcl_flattened_line_56_c127518_126517_lcl_flattened_line_56_c127518_126517_ORF1053_flattened_line_56_127517_126516	NA
Starmera_quercuum_34594_x_lcl_flattened_line_23_62177_63190_lcl_flattened_line_23_62177_63190_ORF652_flattened_line_23_62176_63189	NA
Starmera_quercuum_34594_x_lcl_flattened_line_23_c54068_53007_lcl_flattened_line_23_c54068_53007_ORF2403_flattened_line_23_54067_53006	NA
Sugiyamaella_lignohabitans_x_lcl_CP014503.1_1011849_1012748_lcl_CP014503.1_1011849_1012748_ORF23338_CP014503.1_1011848_1012747	NA
Torulaspora_microellipsoides_35651_x_lcl_flattened_line_44_36520_37248_lcl_flattened_line_44_36520_37248_ORF84_flattened_line_44_36519_37247	NA
Trigonopsis_variabilis_35650_x_lcl_NODE_13_length_165356_cov_55.7185_ID_2324_c123924_123058_lcl_NODE_13_length_165356_cov_55.7185_ID_2324_c123924_123058_ORF2008_NODE_13_length_165356_cov_55.7185_ID_2324_123923_123057	NA
Trigonopsis_variabilis_35650_x_lcl_NODE_3_length_1312102_cov_45.374_ID_2384_c723107_722247_lcl_NODE_3_length_1312102_cov_45.374_ID_2384_c723107_722247_ORF15129_NODE_3_length_1312102_cov_45.374_ID_2384_723106_722246	NA
Trigonopsis_vinaria_35282_x_lcl_NODE_18_length_247454_cov_44.7282_ID_3590_c6780_5920_lcl_NODE_18_length_247454_cov_44.7282_ID_3590_c6780_5920_ORF3224_NODE_18_length_247454_cov_44.7282_ID_3590_6779_5919	NA
Trigonopsis_vinaria_35282_x_lcl_NODE_35_length_51440_cov_35.2148_ID_4689_c17994_17047_lcl_NODE_35_length_51440_cov_35.2148_ID_4689_c17994_17047_ORF633_NODE_35_length_51440_cov_35.2148_ID_4689_17993_17046	NA
Trigonopsis_vinaria_35282_x_lcl_NODE_35_length_51440_cov_35.2148_ID_4689_c18989_18129_lcl_NODE_35_length_51440_cov_35.2148_ID_4689_c18989_18129_ORF399_NODE_35_length_51440_cov_35.2148_ID_4689_18988_18128	NA
Wickerhamiella_domercqiae_x_gi_1002316081_dbj_BCGM01000001.1_78561_79424_gi_1002316081_dbj_BCGM01000001.1_78561_79424_ORF16182_1002316081_78560_79423	NA
Wickerhamomyces_alni_35274_x_lcl_NODE_44_length_76636_cov_14.2264_ID_6859_67979_68929_lcl_NODE_44_length_76636_cov_14.2264_ID_6859_67979_68929_ORF256_NODE_44_length_76636_cov_14.2264_ID_6859_67978_68928	NA
Wickerhamomyces_anomalus_x_lcl_scaffold_1_1415265_1416212_lcl_scaffold_1_1415265_1416212_ORF14293_scaffold_1_1415264_1416211	NA
Wickerhamomyces_anomalus_x_lcl_scaffold_6_c787665_786730_lcl_scaffold_6_c787665_786730_ORF6343_scaffold_6_787664_786729	NA
Wickerhamomyces_bovis_35271_x_lcl_NODE_17_length_233845_cov_24.4945_ID_2323_155836_156771_lcl_NODE_17_length_233845_cov_24.4945_ID_2323_155836_156771_ORF313_NODE_17_length_233845_cov_24.4945_ID_2323_155835_156770	NA
Wickerhamomyces_canadensis_35639_x_lcl_NODE_10_length_349559_cov_27.2631_ID_4606_c211118_210156_lcl_NODE_10_length_349559_cov_27.2631_ID_4606_c211118_210156_ORF2335_NODE_10_length_349559_cov_27.2631_ID_4606_211117_210155	NA
Wickerhamomyces_canadensis_35639_x_lcl_NODE_20_length_294571_cov_27.0711_ID_1949_c256509_255508_lcl_NODE_20_length_294571_cov_27.0711_ID_1949_c256509_255508_ORF2335_NODE_20_length_294571_cov_27.0711_ID_1949_256508_255507	NA
Wickerhamomyces_canadensis_35639_x_lcl_NODE_32_length_164174_cov_34.3503_ID_2986_c117082_116120_lcl_NODE_32_length_164174_cov_34.3503_ID_2986_c117082_116120_ORF1425_NODE_32_length_164174_cov_34.3503_ID_2986_117081_116119	NA
Wickerhamomyces_ciferrii_x_lcl_NW_011887617.1_3090_4037_lcl_NW_011887617.1_3090_4037_ORF412_NW_011887617.1_3089_4036	NA
Wickerhamomyces_ciferrii_x_lcl_NW_011887700.1_34949_35356_lcl_NW_011887700.1_34949_35356_ORF419_NW_011887700.1_34948_35355	NA
Wickerhamomyces_hampshirensis_35268_x_lcl_NODE_2_length_1379909_cov_21.984_ID_3444_527069_528007_lcl_NODE_2_length_1379909_cov_21.984_ID_3444_527069_528007_ORF3370_NODE_2_length_1379909_cov_21.984_ID_3444_527068_528006	NA
Yamadazyma_nakazawae_35252_x_lcl_NODE_31_length_134740_cov_13.8432_ID_7969_62021_62959_lcl_NODE_31_length_134740_cov_13.8432_ID_7969_62021_62959_ORF315_NODE_31_length_134740_cov_13.8432_ID_7969_62020_62958	NA
Yamadazyma_nakazawae_35252_x_lcl_NODE_9_length_305470_cov_12.6467_ID_19013_258755_259654_lcl_NODE_9_length_305470_cov_12.6467_ID_19013_258755_259654_ORF1039_NODE_9_length_305470_cov_12.6467_ID_19013_258754_259653	NA
Yamadazyma_philogaea_35640_x_lcl_NODE_1_length_1146432_cov_29.4029_ID_1_216223_217131_lcl_NODE_1_length_1146432_cov_29.4029_ID_1_216223_217131_ORF442_NODE_1_length_1146432_cov_29.4029_ID_1_216222_217130	NA
Yamadazyma_scolyti_35641_x_lcl_NODE_21_length_134725_cov_26.4827_ID_2445_53972_54997_lcl_NODE_21_length_134725_cov_26.4827_ID_2445_53972_54997_ORF309_NODE_21_length_134725_cov_26.4827_ID_2445_53971_54996	NA
Yamadazyma_scolyti_35641_x_lcl_NODE_4_length_830719_cov_29.352_ID_3346_482888_483853_lcl_NODE_4_length_830719_cov_29.352_ID_3346_482888_483853_ORF2272_NODE_4_length_830719_cov_29.352_ID_3346_482887_483852	NA
Yarrowia_bubula_35643_x_lcl_flattened_line_113_c43148_42189_lcl_flattened_line_113_c43148_42189_ORF1263_flattened_line_113_43147_42188	NA
Yarrowia_deformans_x_gi_1002317487_dbj_BCIW01000002.1_c184082_183174_gi_1002317487_dbj_BCIW01000002.1_c184082_183174_ORF23008_1002317487_184081_183173	NA
Yarrowia_divulgata_35645_x_lcl_flattened_line_95_42036_42944_lcl_flattened_line_95_42036_42944_ORF608_flattened_line_95_42035_42943	NA
Yarrowia_keelungensis_x_gi_1002317708_dbj_BCJD01000007.1_643269_644225_gi_1002317708_dbj_BCJD01000007.1_643269_644225_ORF8143_1002317708_643268_644224	NA
Yarrowia_lipolytica_x_lcl_YALI0B_2033225_2034154_lcl_YALI0B_2033225_2034154_ORF12004_YALI0B_2033224_2034153	NA
Zygoascus_meyerae_35243_x_lcl_NODE_6_length_745053_cov_20.2367_ID_1009_430317_431168_lcl_NODE_6_length_745053_cov_20.2367_ID_1009_430317_431168_ORF4127_NODE_6_length_745053_cov_20.2367_ID_1009_430316_431167	NA
Zygoascus_meyerae_35243_x_lcl_NODE_6_length_745053_cov_20.2367_ID_1009_431569_432420_lcl_NODE_6_length_745053_cov_20.2367_ID_1009_431569_432420_ORF965_NODE_6_length_745053_cov_20.2367_ID_1009_431568_432419	NA
Zygosaccharomyces_bailii_x_lcl_ZYBA0S05_46167_47093_lcl_ZYBA0S05_46167_47093_ORF3185_ZYBA0S05_46166_47092	NA
Zygosaccharomyces_bisporus_34866_x_lcl_flattened_line_46_c96451_95525_lcl_flattened_line_46_c96451_95525_ORF1728_flattened_line_46_96450_95524	NA
Zygosaccharomyces_kombuchaensis_34865_x_lcl_NODE_32_length_108046_cov_9.68771_ID_63_18808_19734_lcl_NODE_32_length_108046_cov_9.68771_ID_63_18808_19734_ORF37_NODE_32_length_108046_cov_9.68771_ID_63_18807_19733	NA
Zygosaccharomyces_rouxii_x_lcl_Zyro0E_c766851_765913_lcl_Zyro0E_c766851_765913_ORF5247_Zyro0E_766850_765912	NA
Zygotorulaspora_florentina_34862_x_lcl_NODE_15_length_189142_cov_24.5376_ID_29_c127237_126257_lcl_NODE_15_length_189142_cov_24.5376_ID_29_c127237_126257_ORF1316_NODE_15_length_189142_cov_24.5376_ID_29_127236_126256	NA
Zygotorulaspora_mrakii_26256_x_lcl_NODE_16_length_242885_cov_18.2149_ID_3109_136129_137064_lcl_NODE_16_length_242885_cov_18.2149_ID_3109_136129_137064_ORF296_NODE_16_length_242885_cov_18.2149_ID_3109_136128_137063	NA
Aciculoconidium_aculeatum_34654_x_lcl_NODE_18_length_287367_cov_35.4547_ID_35_900_1790_lcl_NODE_18_length_287367_cov_35.4547_ID_35_900_1790_ORF1031_NODE_18_length_287367_cov_35.4547_ID_35_899_1789	NA
Aciculoconidium_aculeatum_34654_x_lcl_NODE_33_length_164750_cov_33.4327_ID_65_648_1565_lcl_NODE_33_length_164750_cov_33.4327_ID_65_648_1565_ORF574_NODE_33_length_164750_cov_33.4327_ID_65_647_1564	NA
Aciculoconidium_aculeatum_34654_x_lcl_NODE_95_length_35770_cov_31.5532_ID_189_c13525_12608_lcl_NODE_95_length_35770_cov_31.5532_ID_189_c13525_12608_ORF243_NODE_95_length_35770_cov_31.5532_ID_189_13524_12607	NA
Alloascoidea_hylecoeti_x_gi_1002318382_dbj_BCKZ01000001.1_c195692_195075_gi_1002318382_dbj_BCKZ01000001.1_c195692_195075_ORF20338_1002318382_195691_195074	NA
Alloascoidea_hylecoeti_x_gi_1002318382_dbj_BCKZ01000001.1_c202985_202047_gi_1002318382_dbj_BCKZ01000001.1_c202985_202047_ORF20334_1002318382_202984_202046	NA
Ascoidea_asiatica_x_gi_1002316720_dbj_BCKQ01000016.1_170380_171336_gi_1002316720_dbj_BCKQ01000016.1_170380_171336_ORF277_1002316720_170379_171335	NA
Ascoidea_asiatica_x_gi_1002316731_dbj_BCKQ01000005.1_791206_792150_gi_1002316731_dbj_BCKQ01000005.1_791206_792150_ORF1068_1002316731_791205_792149	NA
Ascoidea_rubescens_x_lcl_scaffold_1_c1693896_1692961_lcl_scaffold_1_c1693896_1692961_ORF26400_scaffold_1_1693895_1692960	NA
Babjeviella_inositovora_x_lcl_scaffold_1_1170680_1171636_lcl_scaffold_1_1170680_1171636_ORF8144_scaffold_1_1170679_1171635	NA
Babjeviella_inositovora_x_lcl_scaffold_3_c1076390_1075467_lcl_scaffold_3_c1076390_1075467_ORF10593_scaffold_3_1076389_1075466	NA
